branch_id,customer_id,loan_id,loan_amount,first_name,last_name,city,phone_number,occupation,dob,branch_name,branch_state
B00002,C00941,L00455,5500969,Richard,Callahan,East Austin,298581512,Mechanic,1929-02-08,NE00001,Nebraska
B00029,C00944,L00439,7086805,Sarah,Garcia,North James,6765324892,Journalist,1988-06-03,MN00028,Minnesota
B00005,C00945,L00070,3740415,Mary,Rodriguez,East Scott,1795039790,Gardener,1978-09-02,NV00004,Nevada
B00033,C00946,L00044,7348617,Michelle,Lee,Lake Stacy,8732071657,Electrician,1983-07-12,TX00032,Texas
B00015,C00947,L00450,9802920,Darius,Burns,Port Natashaview,8930451370,Businessman,1954-04-09,MD00014,Maryland
B00044,C00948,L00190,5137107,Allen,Contreras,New Jonathanborough,3453114999,Foreman,1953-11-19,NC00043,North Carolina
B00004,C00949,L00204,9225677,Tanner,Harris,Jacobfurt,6070766052,Builder,1929-04-01,MO00003,Missouri
B00044,C00950,L00048,5443163,Brenda,Ramirez,Cummingsfort,4342036418,Farmer,1948-04-04,NC00043,North Carolina
B00050,C00953,L00165,2648491,Christopher,Thomas,New Phillipport,2815605838,Diver,1973-02-21,MO00049,Missouri
B00004,C00954,L00489,1872253,David,Young,Riversberg,616941466,American football player,1947-06-06,MO00003,Missouri
B00014,C00955,L00063,2643081,Amy,Sanchez,Lake Tyrone,6987000423,Detective,1955-07-08,AL00013,Alabama
B00037,C00957,L00297,2951770,Kayla,Taylor,Holmesshire,3178955972,Soldier,1939-06-04,WI00036,Wisconsin
B00031,C00962,L00052,8754024,Carl,Miller,Davidville,6143656433,Doorman,1931-10-08,NH00030,New Hampshire
B00007,C00963,L00250,4786640,Kenneth,Alvarez,Hernandezstad,5922168246,Flight attendant,1955-11-10,NY00006,New York
B00018,C00964,L00240,2825797,Nathan,Woods,East Virginia,5126616991,Photographer,1927-10-20,LA00017,Louisiana
B00046,C00966,L00423,1516862,Teresa,Ferrell,Lake Rebekah,6767577685,Foreman,1964-07-03,NV00045,Nevada
B00035,C00968,L00178,3369246,Amy,Bender,Hickstown,8118508451,Construction worker,1994-10-31,NC00034,North Carolina
B00033,C00971,L00147,7365937,Justin,Riley,West Markmouth,3963583780,Secretary,1942-08-19,TX00032,Texas
B00010,C00972,L00135,2997150,Andrew,Patterson,Whiteland,2866601033,Train conductor,1932-05-30,PA00009,Pennsylvania
B00011,C00973,L00133,3635764,Selena,Wilson,Stefaniefort,1023620914,Flight attendant,1959-07-13,NC00010,North Carolina
B00004,C00974,L00004,7179821,Jordan,Blair,Phamhaven,6605181613,Businessman,1942-04-27,MO00003,Missouri
B00003,C00976,L00376,2932096,Samantha,Sloan,North Kimberly,484672769,Foreman,1940-12-30,CT00002,Connecticut
B00006,C00979,L00493,4313794,Jeremy,Jackson,Michaelberg,986895659,Forest ranger,1932-01-26,ME00005,Maine
B00032,C00981,L00490,6064174,Matthew,Perez,North Nicole,2355911423,Doctor,1988-07-13,RI00031,Rhode Island
B00001,C00986,L00056,5364673,Richard,Carr,West Amandamouth,5422723113,Paramedic,1996-05-11,ND00000,North Dakota
B00011,C00987,L00336,5425169,Tina,Stewart,Michellefurt,2230937975,Carpenter,1987-08-01,NC00010,North Carolina
B00022,C00988,L00098,6538833,Victor,Baird,Jonesville,3361350401,Carpenter,1961-06-11,WA00021,Washington
B00043,C00989,L00399,5867847,Jeremy,Brewer,Lloydbury,293308808,Student,1948-01-31,AK00042,Alaska
B00030,C00990,L00356,3468272,Brenda,Young,Hannahmouth,9798835061,Electrician,1953-02-01,HI00029,Hawaii
B00047,C00992,L00033,1090905,Allison,Gay,East William,2849598486,Foreman,1923-07-07,AZ00046,Arizona
B00005,C00996,L00384,4612756,Jorge,Harrison,Cooperview,1221968905,Paramedic,1937-07-29,NV00004,Nevada
B00021,C00997,L00076,2983682,Margaret,Lewis,Carrieville,3974819031,Surgeon,1993-02-12,WI00020,Wisconsin
B00009,C00999,L00226,786795,Peter,Durham,West Bryanfurt,5217332573,Fireman,1977-12-15,IA00008,Iowa
B00042,C01000,L00469,4498839,Samuel,Rose,West Roberto,4333591470,Cameraman,1913-04-09,WY00041,Wyoming
